"Network ID","Network Name","Native ID","Station ID","Station Name","History ID","Province","Longitude","Latitude","Elevation (m)","Record Start","Record End","Obs Freq","Variables"
"1","EC","1086556","722","PUNTZI MOUNTAIN","1125","BC","-124.083333","52.116667","910","1968-05-16","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1086558","723","PUNTZI MOUNTAIN (AUT)","1126","BC","-124.1356","52.11444","909.8","1993-03-25","2017-12-31","Daily","Precipitation Amount|Precipitation Climatology|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1086633","724","QUESNEL BAR HL RANCH","1127","BC","-123.083333","52.833333","945","1961-12-01","1963-02-28","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1086695","725","REDSTONE STUART RANCH","1128","BC","-123.7","52.15","842","1980-10-16","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1087600","726","SOUTHBANK","1129","BC","-125.766667","54.033333","730","1962-11-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1087950","727","TAHTSA LAKE WEST","1130","BC","-127.7","53.616667","863","1951-12-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1087974","728","TAKYSIE LAKE","1131","BC","-125.866667","53.866667","884","1987-07-01","2007-06-11","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1087998","729","TASEKO RIVER VICK CREEK","1132","BC","-123.683333","51.6","1240","1980-10-01","1981-05-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"1","EC","1088007","730","TATELKUZ LAKE","1133","BC","-124.733333","53.3","914","1970-11-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1088009","731","TATLA LAKE BCFS","1134","BC","-124.6","51.9","945","1973-06-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1088010","732","TATLAYOKO LAKE","1135","BC","-124.4","51.666667","870","1928-06-01","2005-04-30","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1088015","733","TATLAYOKO LAKE RCS","1136","BC","-124.4031","51.67456","875","2000-08-10","2017-12-31","Daily","Precipitation Amount|Precipitation Climatology|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1088293","734","TSUNIAH LAKE LODGE","1137","BC","-124.166667","51.533333","1222","1975-07-01","1976-08-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1088970","735","WISTARIA","1138","BC","-126.216667","53.833333","863","1926-01-07","2004-12-31","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","108CFAF","736","HOUSTON MCBRIDE LAKE","1139","BC","-127.366667","54.066667","793","1970-10-20","1971-12-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1090300","737","ALEZA LAKE","1140","BC","-122.066667","54.116667","625","1952-02-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1090586","738","BALDY HUGHES","1141","BC","-122.95","53.616667","1128","1980-08-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1090660","739","BARKERVILLE","1142","BC","-121.5147","53.06917","1283","1888-02-01","2022-02-27","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1090904","740","BOSS MOUNTAIN","1143","BC","-120.883333","52.1","1532","1967-01-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1090R0R","741","BOWRON LAKE","1144","BC","-121.45","53.283333","945","1974-04-25","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1091169","742","BURNS LAKE","1145","BC","-125.766667","54.233333","704","1969-02-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1091170","743","BURNS LAKE DECKER LAKE","1146","BC","-125.8","54.25","707","1949-03-07","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1091174","744","BURNS LAKE CAMPBELL SCIE","1147","BC","-125.9587","54.38317","713.2","1990-12-01","2017-12-31","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1091235","745","CAMILLE LAKE","1148","BC","-121.966667","52.416667","857","1980-09-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1091305","746","CANIM LAKE","1149","BC","-120.783333","51.9","945","1959-03-01","1959-10-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1092120","747","CRESCENT SPUR","1150","BC","-120.7","53.6","686","1994-08-01","2015-06-30","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1092489","748","DOG CREEK","1151","BC","-122.25","51.583333","655","1973-09-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1092490","749","DOG CREEK A","1152","BC","-122.25","51.633333","1027","1944-08-01","1960-11-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"1","EC","1092519","750","DOME CREEK","1153","BC","-121.166667","53.75","671","1917-12-01","1951-10-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1092520","751","DOME CREEK","1154","BC","-120.983333","53.733333","648","1970-06-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1092578","752","DUNSTER","1155","BC","-119.85","53.133333","725","1974-05-05","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1092676","753","ENDAKO MINE","1156","BC","-125.1","54.033333","985","1973-07-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1092678","754","ENDAKO SAVORY","1157","BC","-125.166667","54.1","689","1961-09-01","1967-10-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1092685","755","ENGEN","1158","BC","-124.216667","54.033333","706","1957-06-01","1970-08-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1092905","756","FORT FRASER 13S","1159","BC","-124.583333","53.883333","701","1970-05-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1092970","757","FORT ST JAMES","1160","BC","-124.3297","54.42528","685.8","1895-01-01","2019-05-08","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1092972","758","FORT ST JAMES A","1161","BC","-124.25","54.416667","716","1979-05-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1093474","759","HIXON","1162","BC","-122.6994","53.53167","541","1970-06-01","2015-06-30","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1093475","760","HIXON BCFS","1163","BC","-122.583333","53.416667","587","1973-07-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1093599","761","HORSEFLY BCFS","1164","BC","-121.416667","52.333333","785","1970-05-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1093600","762","HORSEFLY LAKE GRUHS LAKE","1165","BC","-121.3642","52.3625","777","1950-12-01","2016-06-07","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1093730","763","JESMOND","1166","BC","-121.966667","51.266667","1158","1974-05-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1093777","764","KALDER LAKE","1167","BC","-124.25","54.966667","969","1973-07-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1093920","765","KEITHLEY CREEK","1168","BC","-121.4","52.75","808","1962-01-15","1962-05-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1094125","766","KERSLEY","1169","BC","-122.366667","52.816667","671","1962-09-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1094127","767","KERSLEY 2","1170","BC","-122.4129","52.81442","570","1985-07-01","2010-08-31","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1094455","768","LAC LA HACHE","1171","BC","-121.466667","51.816667","819","1962-05-10","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1094456","769","LAC LA HACHE DINGWALL CR","1172","BC","-121.733333","51.883333","906","1989-05-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1094457","770","LAC LA HACHE 11SW","1173","BC","-121.55","51.716667","990","1987-06-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1094602","771","LEO CREEK","1174","BC","-125.583333","55.083333","698","1973-11-11","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1094616","772","LIKELY","1175","BC","-121.533333","52.6","724","1974-09-24","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1094719","773","LORSTA WILLIAMS LAKE","1176","BC","-122.35","51.966667","927","1977-07-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1094948","774","MCBRIDE ELDER CREEK","1177","BC","-120.3527","53.42339","733","1985-09-01","2007-02-28","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1094950","775","MCBRIDE 4SE","1178","BC","-120.15","53.266667","722","1922-05-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1094955","776","MCBRIDE NORTH","1179","BC","-120.25","53.366667","771","1973-06-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1094962","777","MCBRIDE S & W RANCH","1180","BC","-120.133333","53.266667","716","1980-08-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1095000","778","MCGREGOR","1181","BC","-121.833333","54.083333","610","1965-12-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1095015","779","MCLEESE LAKE FRASERVIEW","1182","BC","-122.3736","52.37974","563.9","1980-08-01","2016-05-30","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1095018","780","MCLEESE LAKE GRANITE MT","1183","BC","-122.2867","52.53028","1123.2","1972-03-01","2022-03-04","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1095195","781","MOFFAT CREEK","1184","BC","-121.483333","52.233333","945","1975-07-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","10952B9","782","MOUNT ROBSON RANCH","1185","BC","-119.233333","53.016667","869","1975-05-05","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1095410","783","NAVER CREEK","1186","BC","-122.483333","53.283333","668","1955-05-01","1957-10-28","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1095412","784","NAVER CREEK AHBAU","1187","BC","-122.333333","53.25","896","1959-11-10","1961-04-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1095617","785","NORCO COAL","1188","BC","-121.916667","53.816667","742","1977-10-01","1978-04-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1095676","786","OCHILTREE MIOCENE","1189","BC","-121.716667","52.266667","1027","1963-01-01","2003-09-30","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1095790","787","100 MILE HOUSE","1190","BC","-121.266667","51.65","930","1957-06-01","1959-08-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1095796","788","108 MILE HOUSE","1191","BC","-121.333333","51.75","957","1970-05-01","1973-07-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1095820","789","150 MILE HOUSE","1192","BC","-121.933333","52.116667","738","1947-10-19","1963-09-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1095821","790","150 MILE HOUSE 7N","1193","BC","-122","52.216667","884","1969-01-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1096435","791","PRINCE GEORGE","1194","BC","-122.733333","53.916667","569","1956-08-01","1957-10-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1096436","792","PRINCE GEORGE","1195","BC","-122.8","53.833333","570","1912-08-01","1945-06-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1096450","793","PRINCE GEORGE A","1196","BC","-122.6789","53.89083","691.3","1942-07-01","2009-10-21","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1096455","794","PRINCE GEORGE WEST LAKE","1197","BC","-122.85","53.783333","699","1970-06-01","2011-02-28","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1096458","795","PRINCE GEORGE 15NW","1198","BC","-122.733333","54.05","762","1984-05-01","2004-06-30","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1096460","796","PR GEORGE FOREMAN FLAT","1199","BC","-122.683333","53.933333","579","1962-03-15","1966-10-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1096465","797","PRINCE GEORGE MIWORTH","1200","BC","-122.933333","53.966667","610","1984-11-01","2002-07-31","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1096468","798","PRINCE GEORGE STP","1201","BC","-122.7675","53.88","579","1975-11-14","2022-03-02","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1096470","799","PRINCE GEORGE WESTWOOD","1202","BC","-122.783333","53.9","591","1974-12-01","1976-03-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1096600","800","QUESNEL","1203","BC","-122.483333","52.983333","488","1892-11-26","1970-04-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1096601","801","QUESNEL","1204","BC","-122.516667","53.033333","545","1990-03-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1096625","802","QUESNEL AWOS","1205","BC","-122.51","53.02611","545","2005-09-01","2010-06-03","Daily","Precipitation Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1096630","803","QUESNEL A","1206","BC","-122.51","53.02611","545","1946-02-23","2007-03-31","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1096635","804","QUESNEL MOOSE HEIGHTS","1207","BC","-122.5","53.066667","712","1962-12-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1096660","805","RED PASS JUNCTION","1208","BC","-119","53","1059","1931-11-01","1969-06-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1096665","806","RED PASS MT ROBSON PARK","1209","BC","-119","52.983333","1067","1970-07-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1096775","807","RISKE CREEK FTP","1210","BC","-122.516667","52.016667","1006","1965-08-01","1970-05-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1096952","808","SALMON VAL ERICKSON RD","1211","BC","-122.65","54.133333","693","1970-06-01","2001-01-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1097370","809","SINCLAIR MILLS","1212","BC","-121.666667","54.016667","655","1960-04-01","1965-11-30","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
"1","EC","1097646","810","SPOKIN LAKE 4E","1213","BC","-121.6864","52.18389","1040","1983-06-01","2022-03-03","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)"
"1","EC","1097750","811","STEWART CREEK","1214","BC","-121.6","53.2","1207","1977-05-01","1978-08-31","Daily","Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)"
